,fecha,sector_economico,valor
1418,2022-11-19,IndústriaNo especificatResidencialServeis,13762676
1419,2022-11-20,IndústriaNo especificatResidencialServeis,13254745
1420,2022-11-21,IndústriaNo especificatResidencialServeis,16510987
1421,2022-11-22,IndústriaNo especificatResidencialServeis,17172066
1422,2022-11-23,IndústriaNo especificatResidencialServeis,16755883
1423,2022-11-24,IndústriaNo especificatResidencialServeis,16617345
1424,2022-11-25,IndústriaNo especificatResidencialServeis,16328104
1425,2022-11-26,IndústriaNo especificatResidencialServeis,14421030
1426,2022-11-27,IndústriaNo especificatResidencialServeis,13919817
1427,2022-11-28,IndústriaNo especificatResidencialServeis,17054568
1428,2022-11-29,IndústriaNo especificatResidencialServeis,17143778
1429,2022-11-30,IndústriaNo especificatResidencialServeis,17138527
1430,2022-12-01,IndústriaNo especificatResidencialServeis,18103509
1431,2022-12-02,IndústriaNo especificatResidencialServeis,17899636
1432,2022-12-03,IndústriaNo especificatResidencialServeis,15474829
1433,2022-12-04,IndústriaNo especificatResidencialServeis,15055468
1434,2022-12-05,IndústriaNo especificatResidencialServeis,35414514
1435,2022-12-06,IndústriaNo especificatResidencialServeis,14871774
1436,2022-12-07,IndústriaNo especificatResidencialServeis,17199749
1437,2022-12-08,IndústriaNo especificatResidencialServeis,14944826
1438,2022-12-09,IndústriaNo especificatResidencialServeis,16172314
1439,2022-12-10,IndústriaNo especificatResidencialServeis,14596610
1440,2022-12-11,IndústriaNo especificatResidencialServeis,15103172
1441,2022-12-12,IndústriaNo especificatResidencialServeis,19078619
1442,2022-12-13,IndústriaNo especificatResidencialServeis,18539347
1443,2022-12-14,IndústriaNo especificatResidencialServeis,17810506
1444,2022-12-15,IndústriaNo especificatResidencialServeis,17492676
1445,2022-12-16,IndústriaNo especificatResidencialServeis,17267796
1446,2022-12-17,IndústriaNo especificatResidencialServeis,15304345
1447,2022-12-18,IndústriaNo especificatResidencialServeis,14645586
1448,2022-12-19,IndústriaNo especificatResidencialServeis,17455962
1449,2022-12-20,IndústriaNo especificatResidencialServeis,17336673
1450,2022-12-21,IndústriaNo especificatResidencialServeis,17073618
1451,2022-12-22,IndústriaNo especificatResidencialServeis,16798453
1452,2022-12-23,IndústriaNo especificatResidencialServeis,16005199
1453,2022-12-24,IndústriaNo especificatResidencialServeis,13872791
1454,2022-12-25,IndústriaNo especificatResidencialServeis,12411356
1455,2022-12-26,IndústriaNo especificatResidencialServeis,13258890
1456,2022-12-27,IndústriaNo especificatResidencialServeis,15489081
1457,2022-12-28,IndústriaNo especificatResidencialServeis,15733064
1458,2022-12-29,IndústriaNo especificatResidencialServeis,15829224
1459,2022-12-30,IndústriaNo especificatResidencialServeis,15438321
1460,2022-12-31,IndústriaNo especificatResidencialServeis,13526834
1461,2023-01-01,IndústriaNo especificatResidencialServeis,11186335
1462,2023-01-02,IndústriaNo especificatResidencialServeis,13216114
1463,2023-01-03,IndústriaNo especificatResidencialServeis,13379643
1464,2023-01-04,IndústriaNo especificatResidencialServeis,13533684
1465,2023-01-05,IndústriaNo especificatResidencialServeis,13387696
1466,2023-01-06,IndústriaNo especificatResidencialServeis,11762459
1467,2023-01-07,IndústriaNo especificatResidencialServeis,12156445
1468,2023-01-08,IndústriaNo especificatResidencialServeis,12255410
1469,2023-01-09,IndústriaNo especificatResidencialServeis,14175977
1470,2023-01-10,IndústriaNo especificatResidencialServeis,14519083
1471,2023-01-11,IndústriaNo especificatResidencialServeis,14577725
1472,2023-01-12,IndústriaNo especificatResidencialServeis,14594557
1473,2023-01-13,IndústriaNo especificatResidencialServeis,14441261
1474,2023-01-14,IndústriaNo especificatResidencialServeis,12632854
1475,2023-01-15,IndústriaNo especificatResidencialServeis,12345157
1476,2023-01-16,IndústriaNo especificatResidencialServeis,14780800
1477,2023-01-17,IndústriaNo especificatResidencialServeis,14697727
1478,2023-01-18,IndústriaNo especificatResidencialServeis,15408970
1479,2023-01-19,IndústriaNo especificatResidencialServeis,15828906
1480,2023-01-20,IndústriaNo especificatResidencialServeis,15346938
1481,2023-01-21,IndústriaNo especificatResidencialServeis,13840550
1482,2023-01-22,IndústriaNo especificatResidencialServeis,13867621
1483,2023-01-23,IndústriaNo especificatResidencialServeis,16726394
1484,2023-01-24,IndústriaNo especificatResidencialServeis,17341446
1485,2023-01-25,IndústriaNo especificatResidencialServeis,16333814
1486,2023-01-26,IndústriaNo especificatResidencialServeis,16496883
1487,2023-01-27,IndústriaNo especificatResidencialServeis,16238946
1488,2023-01-28,IndústriaNo especificatResidencialServeis,14382283
1489,2023-01-29,IndústriaNo especificatResidencialServeis,13736939
1490,2023-01-30,IndústriaNo especificatResidencialServeis,16074159
1491,2023-01-31,IndústriaNo especificatResidencialServeis,14883879
1492,2023-02-01,IndústriaNo especificatResidencialServeis,15994719
1493,2023-02-02,IndústriaNo especificatResidencialServeis,15656989
1494,2023-02-03,IndústriaNo especificatResidencialServeis,15102386
1495,2023-02-04,IndústriaNo especificatResidencialServeis,12755698
1496,2023-02-05,IndústriaNo especificatResidencialServeis,12431396
1497,2023-02-06,IndústriaNo especificatResidencialServeis,15582697
1498,2023-02-07,IndústriaNo especificatResidencialServeis,16306778
1499,2023-02-08,IndústriaNo especificatResidencialServeis,16026128
1500,2023-02-09,IndústriaNo especificatResidencialServeis,15893408
1501,2023-02-10,IndústriaNo especificatResidencialServeis,15552655
1502,2023-02-11,IndústriaNo especificatResidencialServeis,13536995
1503,2023-02-12,IndústriaNo especificatResidencialServeis,13244269
1504,2023-02-13,IndústriaNo especificatResidencialServeis,15611174
1505,2023-02-14,IndústriaNo especificatResidencialServeis,15434908
1506,2023-02-15,IndústriaNo especificatResidencialServeis,15214941
1507,2023-02-16,IndústriaNo especificatResidencialServeis,15161639
1508,2023-02-17,IndústriaNo especificatResidencialServeis,14596967
1509,2023-02-18,IndústriaNo especificatResidencialServeis,12368460
1510,2023-02-19,IndústriaNo especificatResidencialServeis,11909749
1511,2023-02-20,IndústriaNo especificatResidencialServeis,14200867
1512,2023-02-21,IndústriaNo especificatResidencialServeis,14205536
1513,2023-02-22,IndústriaNo especificatResidencialServeis,14049882
1514,2023-02-23,IndústriaNo especificatResidencialServeis,14364563
1515,2023-02-24,IndústriaNo especificatResidencialServeis,14231928
1516,2023-02-25,IndústriaNo especificatResidencialServeis,12727106
1517,2023-02-26,IndústriaNo especificatResidencialServeis,12642213
1518,2023-02-27,IndústriaNo especificatResidencialServeis,15853483
1519,2023-02-28,IndústriaNo especificatResidencialServeis,15222869
1520,2023-03-01,IndústriaNo especificatResidencialServeis,16207815
1521,2023-03-02,IndústriaNo especificatResidencialServeis,16364843
1522,2023-03-03,IndústriaNo especificatResidencialServeis,15456462
1523,2023-03-04,IndústriaNo especificatResidencialServeis,13261587
1524,2023-03-05,IndústriaNo especificatResidencialServeis,12807783
1525,2023-03-06,IndústriaNo especificatResidencialServeis,15066892
1526,2023-03-07,IndústriaNo especificatResidencialServeis,14612270
1527,2023-03-08,IndústriaNo especificatResidencialServeis,13977843
1528,2023-03-09,IndústriaNo especificatResidencialServeis,13724578
1529,2023-03-10,IndústriaNo especificatResidencialServeis,13236900
1530,2023-03-11,IndústriaNo especificatResidencialServeis,11567004
1531,2023-03-12,IndústriaNo especificatResidencialServeis,11073891
1532,2023-03-13,IndústriaNo especificatResidencialServeis,13076005
1533,2023-03-14,IndústriaNo especificatResidencialServeis,13167111
1534,2023-03-15,IndústriaNo especificatResidencialServeis,13170995
1535,2023-03-16,IndústriaNo especificatResidencialServeis,13089388
1536,2023-03-17,IndústriaNo especificatResidencialServeis,13109545
1537,2023-03-18,IndústriaNo especificatResidencialServeis,11553089
1538,2023-03-19,IndústriaNo especificatResidencialServeis,11095105
1539,2023-03-20,IndústriaNo especificatResidencialServeis,13127803
1540,2023-03-21,IndústriaNo especificatResidencialServeis,13182004
1541,2023-03-22,IndústriaNo especificatResidencialServeis,13105426
1542,2023-03-23,IndústriaNo especificatResidencialServeis,13037817
1543,2023-03-24,IndústriaNo especificatResidencialServeis,12912990
1544,2023-03-25,IndústriaNo especificatResidencialServeis,11400178
1545,2023-03-26,IndústriaNo especificatResidencialServeis,10584083
1546,2023-03-27,IndústriaNo especificatResidencialServeis,12896609
1547,2023-03-28,IndústriaNo especificatResidencialServeis,13048061
1548,2023-03-29,IndústriaNo especificatResidencialServeis,12895562
1549,2023-03-30,IndústriaNo especificatResidencialServeis,12774529
1550,2023-03-31,IndústriaNo especificatResidencialServeis,12760194
1551,2023-04-01,IndústriaNo especificatResidencialServeis,13790504
1552,2023-04-02,IndústriaNo especificatResidencialServeis,12900750
1553,2023-04-03,IndústriaNo especificatResidencialServeis,15368020
1554,2023-04-04,IndústriaNo especificatResidencialServeis,15508165
1555,2023-04-05,IndústriaNo especificatResidencialServeis,15397805
1556,2023-04-06,IndústriaNo especificatResidencialServeis,14745339
1557,2023-04-07,IndústriaNo especificatResidencialServeis,12790913
1558,2023-04-08,IndústriaNo especificatResidencialServeis,12748804
1559,2023-04-09,IndústriaNo especificatResidencialServeis,12252897
1560,2023-04-10,IndústriaNo especificatResidencialServeis,13237508
1561,2023-04-11,IndústriaNo especificatResidencialServeis,15615431
1562,2023-04-12,IndústriaNo especificatResidencialServeis,15832971
1563,2023-04-13,IndústriaNo especificatResidencialServeis,15883214
1564,2023-04-14,IndústriaNo especificatResidencialServeis,15784055
1565,2023-04-15,IndústriaNo especificatResidencialServeis,13825016
1566,2023-04-16,IndústriaNo especificatResidencialServeis,12954892
1567,2023-04-17,IndústriaNo especificatResidencialServeis,15678412
1568,2023-04-18,IndústriaNo especificatResidencialServeis,15860340
1569,2023-04-19,IndústriaNo especificatResidencialServeis,15862672
1570,2023-04-20,IndústriaNo especificatResidencialServeis,15898635
1571,2023-04-21,IndústriaNo especificatResidencialServeis,15816513
1572,2023-04-22,IndústriaNo especificatResidencialServeis,13904706
1573,2023-04-23,IndústriaNo especificatResidencialServeis,13208313
1574,2023-04-24,IndústriaNo especificatResidencialServeis,15850296
1575,2023-04-25,IndústriaNo especificatResidencialServeis,16033690
1576,2023-04-26,IndústriaNo especificatResidencialServeis,16081611
1577,2023-04-27,IndústriaNo especificatResidencialServeis,16205654
1578,2023-04-28,IndústriaNo especificatResidencialServeis,16085746
1579,2023-04-29,IndústriaNo especificatResidencialServeis,13817430
1580,2023-04-30,IndústriaNo especificatResidencialServeis,12860014
1581,2023-05-01,IndústriaNo especificatResidencialServeis,13030406
1582,2023-05-02,IndústriaNo especificatResidencialServeis,15866833
1583,2023-05-03,IndústriaNo especificatResidencialServeis,16126585
1584,2023-05-04,IndústriaNo especificatResidencialServeis,16336827
1585,2023-05-05,IndústriaNo especificatResidencialServeis,17889112
1586,2023-05-06,IndústriaNo especificatResidencialServeis,16396094
1587,2023-05-07,IndústriaNo especificatResidencialServeis,15589651
1588,2023-05-08,IndústriaNo especificatResidencialServeis,17923994
1589,2023-05-09,IndústriaNo especificatResidencialServeis,18209140
1590,2023-05-10,IndústriaNo especificatResidencialServeis,17966276
1591,2023-05-11,IndústriaNo especificatResidencialServeis,17695464
1592,2023-05-12,IndústriaNo especificatResidencialServeis,15946078
1593,2023-05-13,IndústriaNo especificatResidencialServeis,13771643
1594,2023-05-14,IndústriaNo especificatResidencialServeis,13110102
1595,2023-05-15,IndústriaNo especificatResidencialServeis,15853420
1596,2023-05-16,IndústriaNo especificatResidencialServeis,16043820
1597,2023-05-17,IndústriaNo especificatResidencialServeis,16015122
1598,2023-05-18,IndústriaNo especificatResidencialServeis,16058830
1599,2023-05-19,IndústriaNo especificatResidencialServeis,15901234
1600,2023-05-20,IndústriaNo especificatResidencialServeis,13911503
1601,2023-05-21,IndústriaNo especificatResidencialServeis,13298523
1602,2023-05-22,IndústriaNo especificatResidencialServeis,16085218
1603,2023-05-23,IndústriaNo especificatResidencialServeis,16330928
1604,2023-05-24,IndústriaNo especificatResidencialServeis,16484381
1605,2023-05-25,IndústriaNo especificatResidencialServeis,16352562
1606,2023-05-26,IndústriaNo especificatResidencialServeis,16081304
1607,2023-05-27,IndústriaNo especificatResidencialServeis,14202152
1608,2023-05-28,IndústriaNo especificatResidencialServeis,13655475
1609,2023-05-29,IndústriaNo especificatResidencialServeis,17794199
1610,2023-05-30,IndústriaNo especificatResidencialServeis,17986413
1611,2023-05-31,IndústriaNo especificatResidencialServeis,16585722
1612,2023-06-01,IndústriaNo especificatResidencialServeis,17215287
1613,2023-06-02,IndústriaNo especificatResidencialServeis,17005976
1614,2023-06-03,IndústriaNo especificatResidencialServeis,14462589
1615,2023-06-04,IndústriaNo especificatResidencialServeis,13673422
1616,2023-06-05,IndústriaNo especificatResidencialServeis,15199907
1617,2023-06-06,IndústriaNo especificatResidencialServeis,17716482
1618,2023-06-07,IndústriaNo especificatResidencialServeis,17912605
1619,2023-06-08,IndústriaNo especificatResidencialServeis,18062817
1620,2023-06-09,IndústriaNo especificatResidencialServeis,18137236
1621,2023-06-10,IndústriaNo especificatResidencialServeis,15594441
1622,2023-06-11,IndústriaNo especificatResidencialServeis,14912442
1623,2023-06-12,IndústriaNo especificatResidencialServeis,18452382
1624,2023-06-13,IndústriaNo especificatResidencialServeis,18565654
1625,2023-06-14,IndústriaNo especificatResidencialServeis,18342079
1626,2023-06-15,IndústriaNo especificatResidencialServeis,18904562
1627,2023-06-16,IndústriaNo especificatResidencialServeis,19047618
1628,2023-06-17,IndústriaNo especificatResidencialServeis,16388044
1629,2023-06-18,IndústriaNo especificatResidencialServeis,15227733
1630,2023-06-19,IndústriaNo especificatResidencialServeis,18808195
1631,2023-06-20,IndústriaNo especificatResidencialServeis,19334627
1632,2023-06-21,IndústriaNo especificatResidencialServeis,20012263
1633,2023-06-22,IndústriaNo especificatResidencialServeis,20225676
1634,2023-06-23,IndústriaNo especificatResidencialServeis,19259578
1635,2023-06-24,IndústriaNo especificatResidencialServeis,15687863
1636,2023-06-25,IndústriaNo especificatResidencialServeis,16130984
1637,2023-06-26,IndústriaNo especificatResidencialServeis,21038048
1638,2023-06-27,IndústriaNo especificatResidencialServeis,21283313
1639,2023-06-28,IndústriaNo especificatResidencialServeis,21414756
1640,2023-06-29,IndústriaNo especificatResidencialServeis,21342296
1641,2023-06-30,IndústriaNo especificatResidencialServeis,19195531
1642,2023-07-01,IndústriaNo especificatResidencialServeis,16261507
1643,2023-07-02,IndústriaNo especificatResidencialServeis,15862466
1644,2023-07-03,IndústriaNo especificatResidencialServeis,21305069
1645,2023-07-04,IndústriaNo especificatResidencialServeis,20623600
1646,2023-07-05,IndústriaNo especificatResidencialServeis,20216440
1647,2023-07-06,IndústriaNo especificatResidencialServeis,20050015
1648,2023-07-07,IndústriaNo especificatResidencialServeis,19987292
1649,2023-07-08,IndústriaNo especificatResidencialServeis,34393942
1650,2023-07-09,IndústriaNo especificatResidencialServeis,16611362
1651,2023-07-10,IndústriaNo especificatResidencialServeis,21751406
1652,2023-07-11,IndústriaNo especificatResidencialServeis,22763065
1653,2023-07-12,IndústriaNo especificatResidencialServeis,22538012
1654,2023-07-13,IndústriaNo especificatResidencialServeis,22043632
1655,2023-07-14,IndústriaNo especificatResidencialServeis,21926562
1656,2023-07-15,IndústriaNo especificatResidencialServeis,18613513
1657,2023-07-16,IndústriaNo especificatResidencialServeis,17081612
1658,2023-07-17,IndústriaNo especificatResidencialServeis,21617395
1659,2023-07-18,IndústriaNo especificatResidencialServeis,23049694
1660,2023-07-19,IndústriaNo especificatResidencialServeis,23568214
1661,2023-07-20,IndústriaNo especificatResidencialServeis,22776959
1662,2023-07-21,IndústriaNo especificatResidencialServeis,22057827
1663,2023-07-22,IndústriaNo especificatResidencialServeis,17815721
1664,2023-07-23,IndústriaNo especificatResidencialServeis,17785014
1665,2023-07-24,IndústriaNo especificatResidencialServeis,22058340
1666,2023-07-25,IndústriaNo especificatResidencialServeis,21004707
1667,2023-07-26,IndústriaNo especificatResidencialServeis,19711468
1668,2023-07-27,IndústriaNo especificatResidencialServeis,20503526
1669,2023-07-28,IndústriaNo especificatResidencialServeis,20239230
1670,2023-07-29,IndústriaNo especificatResidencialServeis,17782430
1671,2023-07-30,IndústriaNo especificatResidencialServeis,16978858
1672,2023-07-31,IndústriaNo especificatResidencialServeis,20383211
1673,2023-08-01,IndústriaResidencialServeis,20847843
1674,2023-08-02,IndústriaResidencialServeis,21378089
1675,2023-08-03,IndústriaResidencialServeis,19850754
1676,2023-08-04,IndústriaResidencialServeis,17947897
1677,2023-08-05,IndústriaResidencialServeis,15212959
1678,2023-08-06,IndústriaResidencialServeis,14451360
1679,2023-08-07,IndústriaResidencialServeis,17268537
1680,2023-08-08,IndústriaResidencialServeis,17888494
1681,2023-08-09,IndústriaResidencialServeis,18697539
1682,2023-08-10,IndústriaResidencialServeis,19306580
1683,2023-08-11,IndústriaResidencialServeis,19159279
1684,2023-08-12,IndústriaResidencialServeis,16923178
1685,2023-08-13,IndústriaResidencialServeis,16222117
1686,2023-08-14,IndústriaResidencialServeis,19048406
1687,2023-08-15,IndústriaResidencialServeis,17082708
1688,2023-08-16,IndústriaResidencialServeis,19452362
1689,2023-08-17,IndústriaResidencialServeis,19689768
1690,2023-08-18,IndústriaResidencialServeis,19375617
1691,2023-08-19,IndústriaResidencialServeis,17300418
1692,2023-08-20,IndústriaResidencialServeis,17235953
1693,2023-08-21,IndústriaResidencialServeis,21621168
1694,2023-08-22,IndústriaResidencialServeis,22201661
1695,2023-08-23,IndústriaResidencialServeis,22775758
1696,2023-08-24,IndústriaResidencialServeis,23305928
1697,2023-08-25,IndústriaResidencialServeis,22612370
1698,2023-08-26,IndústriaResidencialServeis,18376430
1699,2023-08-27,IndústriaResidencialServeis,14975141
1700,2023-08-28,IndústriaResidencialServeis,17314183
1701,2023-08-29,IndústriaResidencialServeis,17562675
1702,2023-08-30,IndústriaResidencialServeis,17534423
1703,2023-08-31,IndústriaResidencialServeis,17954115
1704,2023-09-01,IndústriaResidencialServeis,18592380
1705,2023-09-02,IndústriaResidencialServeis,16112034
1706,2023-09-03,IndústriaResidencialServeis,15009813
1707,2023-09-04,IndústriaResidencialServeis,19283273
1708,2023-09-05,IndústriaResidencialServeis,20157882
1709,2023-09-06,IndústriaResidencialServeis,19988302
1710,2023-09-07,IndústriaResidencialServeis,19435007
1711,2023-09-08,IndústriaResidencialServeis,18946911
1712,2023-09-09,IndústriaResidencialServeis,16140172
1713,2023-09-10,IndústriaResidencialServeis,15149766
1714,2023-09-11,IndústriaResidencialServeis,16393421
1715,2023-09-12,IndústriaResidencialServeis,19709034
1716,2023-09-13,IndústriaResidencialServeis,19777479
1717,2023-09-14,IndústriaResidencialServeis,19683870
1718,2023-09-15,IndústriaResidencialServeis,18835392
1719,2023-09-16,IndústriaResidencialServeis,16373766
1720,2023-09-17,IndústriaResidencialServeis,15946579
1721,2023-09-18,IndústriaResidencialServeis,19821414
1722,2023-09-19,IndústriaResidencialServeis,19335535
1723,2023-09-20,IndústriaResidencialServeis,18716581
1724,2023-09-21,IndústriaResidencialServeis,18675949
1725,2023-09-22,IndústriaResidencialServeis,17773588
1726,2023-09-23,IndústriaResidencialServeis,15096130
1727,2023-09-24,IndústriaResidencialServeis,13949389
1728,2023-09-25,IndústriaResidencialServeis,14960883
1729,2023-09-26,IndústriaResidencialServeis,18020848
1730,2023-09-27,IndústriaResidencialServeis,18454157
1731,2023-09-28,IndústriaResidencialServeis,18787681
1732,2023-09-29,IndústriaResidencialServeis,18701585
1733,2023-09-30,IndústriaResidencialServeis,16009285
1734,2023-10-01,IndústriaResidencialServeis,14598539
1735,2023-10-02,IndústriaResidencialServeis,18362935
1736,2023-10-03,IndústriaResidencialServeis,18497486
1737,2023-10-04,IndústriaResidencialServeis,18201622
1738,2023-10-05,IndústriaResidencialServeis,18454397
1739,2023-10-06,IndústriaResidencialServeis,18425532
1740,2023-10-07,IndústriaResidencialServeis,15819240
1741,2023-10-08,IndústriaResidencialServeis,14309592
1742,2023-10-09,IndústriaResidencialServeis,17946310
1743,2023-10-10,IndústriaResidencialServeis,18215164
1744,2023-10-11,IndústriaResidencialServeis,17782482
1745,2023-10-12,IndústriaResidencialServeis,14467592
1746,2023-10-13,IndústriaResidencialServeis,16649026
1747,2023-10-14,IndústriaResidencialServeis,14770279
1748,2023-10-15,IndústriaResidencialServeis,13624262
1749,2023-10-16,IndústriaResidencialServeis,16559064
1750,2023-10-17,IndústriaResidencialServeis,17081278
1751,2023-10-18,IndústriaResidencialServeis,17690843
1752,2023-10-19,IndústriaResidencialServeis,17194819
1753,2023-10-20,IndústriaResidencialServeis,16126502
1754,2023-10-21,IndústriaResidencialServeis,13797903
1755,2023-10-22,IndústriaResidencialServeis,12805581
1756,2023-10-23,IndústriaResidencialServeis,16236846
1757,2023-10-24,IndústriaResidencialServeis,15913140
1758,2023-10-25,IndústriaResidencialServeis,15780655
1759,2023-10-26,IndústriaResidencialServeis,16155943
1760,2023-10-27,IndústriaResidencialServeis,15619129
1761,2023-10-28,IndústriaResidencialServeis,13772734
1762,2023-10-29,IndústriaResidencialServeis,13386896
1763,2023-10-30,IndústriaResidencialServeis,15693426
1764,2023-10-31,IndústriaResidencialServeis,15259614
1765,2023-11-01,IndústriaResidencialServeis,14234251
1766,2023-11-02,IndústriaResidencialServeis,16444240
1767,2023-11-03,IndústriaResidencialServeis,16201671
1768,2023-11-04,IndústriaResidencialServeis,14504774
1769,2023-11-05,IndústriaResidencialServeis,13731237
1770,2023-11-06,IndústriaResidencialServeis,16260530
1771,2023-11-07,IndústriaResidencialServeis,16626869
1772,2023-11-08,IndústriaResidencialServeis,16855679
1773,2023-11-09,IndústriaResidencialServeis,17102246
1774,2023-11-10,IndústriaResidencialServeis,16680106
1775,2023-11-11,IndústriaResidencialServeis,14756220
1776,2023-11-12,IndústriaResidencialServeis,13993134
1777,2023-11-13,IndústriaResidencialServeis,16432956
1778,2023-11-14,IndústriaResidencialServeis,16521647
1779,2023-11-15,IndústriaResidencialServeis,16528903
1780,2023-11-16,IndústriaResidencialServeis,16602531
1781,2023-11-17,IndústriaResidencialServeis,16316260
1782,2023-11-18,IndústriaResidencialServeis,14521752
1783,2023-11-19,IndústriaResidencialServeis,13662598
1784,2023-11-20,IndústriaResidencialServeis,16335641
1785,2023-11-21,IndústriaResidencialServeis,16591337
1786,2023-11-22,IndústriaResidencialServeis,16670689
1787,2023-11-23,IndústriaResidencialServeis,17009052
1788,2023-11-24,IndústriaResidencialServeis,16874637
1789,2023-11-25,IndústriaResidencialServeis,14946408
1790,2023-11-26,IndústriaResidencialServeis,14542296
1791,2023-11-27,IndústriaResidencialServeis,17315645
1792,2023-11-28,IndústriaResidencialServeis,17276427
1793,2023-11-29,IndústriaResidencialServeis,17202615
1794,2023-11-30,IndústriaResidencialServeis,16502311
1795,2023-12-01,IndústriaResidencialServeis,16296839
1796,2023-12-02,IndústriaResidencialServeis,14601981
1797,2023-12-03,IndústriaResidencialServeis,14287346
1798,2023-12-04,IndústriaResidencialServeis,17123460
1799,2023-12-05,IndústriaResidencialServeis,17339364
1800,2023-12-06,IndústriaResidencialServeis,14721981
1801,2023-12-07,IndústriaResidencialServeis,16020866
1802,2023-12-08,IndústriaResidencialServeis,14134522
1803,2023-12-09,IndústriaResidencialServeis,14259546
1804,2023-12-10,IndústriaResidencialServeis,13894039
1805,2023-12-11,IndústriaResidencialServeis,16517861
1806,2023-12-12,IndústriaResidencialServeis,16496157
1807,2023-12-13,IndústriaResidencialServeis,16668175
1808,2023-12-14,IndústriaResidencialServeis,17054268
1809,2023-12-15,IndústriaResidencialServeis,16820282
1810,2023-12-16,IndústriaResidencialServeis,15003555
1811,2023-12-17,IndústriaResidencialServeis,14727698
1812,2023-12-18,IndústriaResidencialServeis,18018560
1813,2023-12-19,IndústriaResidencialServeis,17865888
1814,2023-12-20,IndústriaResidencialServeis,18003161
1815,2023-12-21,IndústriaResidencialServeis,17540819
1816,2023-12-22,IndústriaResidencialServeis,16396696
1817,2023-12-23,IndústriaResidencialServeis,14514724
1818,2023-12-24,IndústriaResidencialServeis,13939767
1819,2023-12-25,IndústriaResidencialServeis,13070867
1820,2023-12-26,IndústriaResidencialServeis,13567624
1821,2023-12-27,IndústriaResidencialServeis,16459787
1822,2023-12-28,IndústriaResidencialServeis,16498130
1823,2023-12-29,IndústriaResidencialServeis,16290769
1824,2023-12-30,IndústriaResidencialServeis,14771882
1825,2023-12-31,IndústriaResidencialServeis,13882618
1826,2024-01-01,IndústriaResidencialServeis,13522442
1827,2024-01-02,IndústriaResidencialServeis,16853221
1828,2024-01-03,IndústriaResidencialServeis,16388014
1829,2024-01-04,IndústriaResidencialServeis,16223374
1830,2024-01-05,IndústriaResidencialServeis,16179655
1831,2024-01-06,IndústriaResidencialServeis,13860514
1832,2024-01-07,IndústriaResidencialServeis,14902825
1833,2024-01-08,IndústriaResidencialServeis,18835424
1834,2024-01-09,IndústriaResidencialServeis,19328338
1835,2024-01-10,IndústriaResidencialServeis,19417900
1836,2024-01-11,IndústriaResidencialServeis,19170600
1837,2024-01-12,IndústriaResidencialServeis,18836276
1838,2024-01-13,IndústriaResidencialServeis,16262718
1839,2024-01-14,IndústriaResidencialServeis,14754205
1840,2024-01-15,IndústriaResidencialServeis,17707750
1841,2024-01-16,IndústriaResidencialServeis,17341263
1842,2024-01-17,IndústriaResidencialServeis,16847760
1843,2024-01-18,IndústriaResidencialServeis,16288819
1844,2024-01-19,IndústriaResidencialServeis,17212685
1845,2024-01-20,IndústriaResidencialServeis,15171542
1846,2024-01-21,IndústriaResidencialServeis,14425963
1847,2024-01-22,IndústriaResidencialServeis,18111285
1848,2024-01-23,IndústriaResidencialServeis,17886960
1849,2024-01-24,IndústriaResidencialServeis,17301655
1850,2024-01-25,IndústriaResidencialServeis,16828364
1851,2024-01-26,IndústriaResidencialServeis,16074433
1852,2024-01-27,IndústriaResidencialServeis,13929439
1853,2024-01-28,IndústriaResidencialServeis,13687039
1854,2024-01-29,IndústriaResidencialServeis,16974188
1855,2024-01-30,IndústriaResidencialServeis,16864843
1856,2024-01-31,IndústriaResidencialServeis,16653128
1857,2024-02-01,IndústriaResidencialServeis,18010916
1858,2024-02-02,IndústriaResidencialServeis,17665895
1859,2024-02-03,IndústriaResidencialServeis,15349628
1860,2024-02-04,IndústriaResidencialServeis,14347209
1861,2024-02-05,IndústriaResidencialServeis,17592223
1862,2024-02-06,IndústriaResidencialServeis,17954941
1863,2024-02-07,IndústriaResidencialServeis,17798709
1864,2024-02-08,IndústriaResidencialServeis,17520241
1865,2024-02-09,IndústriaResidencialServeis,17413443
1866,2024-02-10,IndústriaResidencialServeis,15411137
1867,2024-02-11,IndústriaResidencialServeis,14693519
1868,2024-02-12,IndústriaResidencialServeis,17743161
1869,2024-02-13,IndústriaResidencialServeis,17825944
1870,2024-02-14,IndústriaResidencialServeis,17554821
1871,2024-02-15,IndústriaResidencialServeis,17475695
1872,2024-02-16,IndústriaResidencialServeis,17402623
1873,2024-02-17,IndústriaResidencialServeis,14974029
1874,2024-02-18,IndústriaResidencialServeis,14028411
1875,2024-02-19,IndústriaResidencialServeis,16940284
1876,2024-02-20,IndústriaResidencialServeis,17116462
1877,2024-02-21,IndústriaResidencialServeis,17275591
1878,2024-02-22,IndústriaResidencialServeis,17210926
1879,2024-02-23,IndústriaResidencialServeis,17337048
1880,2024-02-24,IndústriaResidencialServeis,15586716
1881,2024-02-25,IndústriaResidencialServeis,14880522
1882,2024-02-26,IndústriaResidencialServeis,17567860
1883,2024-02-27,IndústriaResidencialServeis,17918106
1884,2024-02-28,IndústriaResidencialServeis,17856429
1885,2024-02-29,IndústriaResidencialServeis,17554356
1886,2024-03-01,IndústriaResidencialServeis,17330340
1887,2024-03-02,IndústriaResidencialServeis,15212239
