,fecha,sector_economico,valor
1888,2024-03-03,IndústriaResidencialServeis,14855498
1889,2024-03-04,IndústriaResidencialServeis,18111229
1890,2024-03-05,IndústriaResidencialServeis,17767428
1891,2024-03-06,IndústriaResidencialServeis,17722541
1892,2024-03-07,IndústriaResidencialServeis,17691992
1893,2024-03-08,IndústriaResidencialServeis,17369203
1894,2024-03-09,IndústriaResidencialServeis,16070768
1895,2024-03-10,IndústriaResidencialServeis,14975154
1896,2024-03-11,IndústriaResidencialServeis,17752475
1897,2024-03-12,IndústriaResidencialServeis,17808701
1898,2024-03-13,IndústriaResidencialServeis,17515017
1899,2024-03-14,IndústriaResidencialServeis,17354378
1900,2024-03-15,IndústriaResidencialServeis,16962071
1901,2024-03-16,IndústriaResidencialServeis,14779016
1902,2024-03-17,IndústriaResidencialServeis,13798157
1903,2024-03-18,IndústriaResidencialServeis,16591972
1904,2024-03-19,IndústriaResidencialServeis,16514090
1905,2024-03-20,IndústriaResidencialServeis,16545056
1906,2024-03-21,IndústriaResidencialServeis,16526557
1907,2024-03-22,IndústriaResidencialServeis,16230481
1908,2024-03-23,IndústriaResidencialServeis,14190496
1909,2024-03-24,IndústriaResidencialServeis,13437597
1910,2024-03-25,IndústriaResidencialServeis,16315114
1911,2024-03-26,IndústriaResidencialServeis,16393256
1912,2024-03-27,IndústriaResidencialServeis,16284456
1913,2024-03-28,IndústriaResidencialServeis,15187140
1914,2024-03-29,IndústriaResidencialServeis,13196886
1915,2024-03-30,IndústriaResidencialServeis,13434061
1916,2024-03-31,IndústriaResidencialServeis,12761537
1917,2024-04-01,IndústriaResidencialServeis,12604118
1918,2024-04-02,IndústriaResidencialServeis,15375963
1919,2024-04-03,IndústriaResidencialServeis,15326311
1920,2024-04-04,IndústriaResidencialServeis,15293661
1921,2024-04-05,IndústriaResidencialServeis,15032461
1922,2024-04-06,IndústriaResidencialServeis,13264497
1923,2024-04-07,IndústriaResidencialServeis,12569048
1924,2024-04-08,IndústriaResidencialServeis,15214325
1925,2024-04-09,IndústriaResidencialServeis,9588235
1926,2024-04-10,IndústriaResidencialServeis,15214814
1927,2024-04-11,IndústriaResidencialServeis,15110546
1928,2024-04-12,IndústriaResidencialServeis,14886669
1929,2024-04-13,IndústriaResidencialServeis,13058908
1930,2024-04-14,IndústriaResidencialServeis,12193715
1931,2024-04-15,IndústriaResidencialServeis,14901425
1932,2024-04-16,IndústriaResidencialServeis,15019866
1933,2024-04-17,IndústriaResidencialServeis,14948973
1934,2024-04-18,IndústriaResidencialServeis,15105862
1935,2024-04-19,IndústriaResidencialServeis,14741311
1936,2024-04-20,IndústriaResidencialServeis,12948432
1937,2024-04-21,IndústriaResidencialServeis,12223522
1938,2024-04-22,IndústriaResidencialServeis,15362683
1939,2024-04-23,IndústriaResidencialServeis,15396545
1940,2024-04-24,IndústriaResidencialServeis,15650007
1941,2024-04-25,IndústriaResidencialServeis,15687907
1942,2024-04-26,IndústriaResidencialServeis,15196168
1943,2024-04-27,IndústriaResidencialServeis,13047131
1944,2024-04-28,IndústriaResidencialServeis,12811772
1945,2024-04-29,IndústriaResidencialServeis,16004986
1946,2024-04-30,IndústriaResidencialServeis,15511262
1947,2024-05-01,IndústriaResidencialServeis,13944558
1948,2024-05-02,IndústriaResidencialServeis,16193059
1949,2024-05-03,IndústriaResidencialServeis,16000493
1950,2024-05-04,IndústriaResidencialServeis,14134371
1951,2024-05-05,IndústriaResidencialServeis,13299125
1952,2024-05-06,IndústriaResidencialServeis,16112828
1953,2024-05-07,IndústriaResidencialServeis,16201060
1954,2024-05-08,IndústriaResidencialServeis,16225215
1955,2024-05-09,IndústriaResidencialServeis,16251751
1956,2024-05-10,IndústriaResidencialServeis,16185638
1957,2024-05-11,IndústriaResidencialServeis,14372412
1958,2024-05-12,IndústriaResidencialServeis,13581978
1959,2024-05-13,IndústriaResidencialServeis,16449378
1960,2024-05-14,IndústriaResidencialServeis,16815746
1961,2024-05-15,IndústriaResidencialServeis,16451648
1962,2024-05-16,IndústriaResidencialServeis,16336067
1963,2024-05-17,IndústriaResidencialServeis,16116467
1964,2024-05-18,IndústriaResidencialServeis,14168332
1965,2024-05-19,IndústriaResidencialServeis,13232915
1966,2024-05-20,IndústriaResidencialServeis,14060931
1967,2024-05-21,IndústriaResidencialServeis,16387700
1968,2024-05-22,IndústriaResidencialServeis,16514353
1969,2024-05-23,IndústriaResidencialServeis,16414260
1970,2024-05-24,IndústriaResidencialServeis,16239046
1971,2024-05-25,IndústriaResidencialServeis,14425411
1972,2024-05-26,IndústriaResidencialServeis,13755106
1973,2024-05-27,IndústriaResidencialServeis,16676168
1974,2024-05-28,IndústriaResidencialServeis,16855102
1975,2024-05-29,IndústriaResidencialServeis,17213292
1976,2024-05-30,IndústriaResidencialServeis,17471972
1977,2024-05-31,IndústriaResidencialServeis,16851630
1978,2024-06-01,IndústriaResidencialServeis,13646647
1979,2024-06-02,IndústriaResidencialServeis,12872715
1980,2024-06-03,IndústriaResidencialServeis,15947675
1981,2024-06-04,IndústriaResidencialServeis,16403341
1982,2024-06-05,IndústriaResidencialServeis,16712316
1983,2024-06-06,IndústriaResidencialServeis,17026858
1984,2024-06-07,IndústriaResidencialServeis,17127368
1985,2024-06-08,IndústriaResidencialServeis,8253567
1986,2024-06-09,IndústriaResidencialServeis,13770590
1987,2024-06-10,IndústriaResidencialServeis,16210902
1988,2024-06-11,IndústriaResidencialServeis,17359724
1989,2024-06-12,IndústriaResidencialServeis,15895292
1990,2024-06-13,IndústriaResidencialServeis,15576908
1991,2024-06-14,IndústriaResidencialServeis,16150003
1992,2024-06-15,IndústriaResidencialServeis,13960485
1993,2024-06-16,IndústriaResidencialServeis,13025173
1994,2024-06-17,IndústriaResidencialServeis,16729900
1995,2024-06-18,IndústriaResidencialServeis,18535561
1996,2024-06-19,IndústriaResidencialServeis,17450725
1997,2024-06-20,IndústriaResidencialServeis,16956227
1998,2024-06-21,IndústriaResidencialServeis,11349835
1999,2024-06-22,IndústriaResidencialServeis,14451709
2000,2024-06-23,IndústriaResidencialServeis,12813869
2001,2024-06-24,IndústriaResidencialServeis,13493369
2002,2024-06-25,IndústriaResidencialServeis,17295527
2003,2024-06-26,IndústriaResidencialServeis,18007693
2004,2024-06-27,IndústriaResidencialServeis,17724956
2005,2024-06-28,IndústriaResidencialServeis,18075470
2006,2024-06-29,IndústriaResidencialServeis,15661455
2007,2024-06-30,IndústriaResidencialServeis,14357546
2008,2024-07-01,IndústriaResidencialServeis,18046541
2009,2024-07-02,IndústriaResidencialServeis,18291547
2010,2024-07-03,IndústriaResidencialServeis,18475869
2011,2024-07-04,IndústriaResidencialServeis,18781766
2012,2024-07-05,IndústriaResidencialServeis,19021450
2013,2024-07-06,IndústriaResidencialServeis,16663825
2014,2024-07-07,IndústriaResidencialServeis,15362199
2015,2024-07-08,IndústriaResidencialServeis,19442087
2016,2024-07-09,IndústriaResidencialServeis,20265809
2017,2024-07-10,IndústriaResidencialServeis,20924585
2018,2024-07-11,IndústriaResidencialServeis,21986591
2019,2024-07-12,IndústriaResidencialServeis,21242554
2020,2024-07-13,IndústriaResidencialServeis,16994661
2021,2024-07-14,IndústriaResidencialServeis,16452722
2022,2024-07-15,IndústriaResidencialServeis,21148783
2023,2024-07-16,IndústriaResidencialServeis,21306835
2024,2024-07-17,IndústriaResidencialServeis,20946964
2025,2024-07-18,IndústriaResidencialServeis,21482117
2026,2024-07-19,IndústriaResidencialServeis,22129290
2027,2024-07-20,IndústriaResidencialServeis,19203472
2028,2024-07-21,IndústriaResidencialServeis,16993242
2029,2024-07-22,IndústriaResidencialServeis,20256494
2030,2024-07-23,IndústriaResidencialServeis,21298318
2031,2024-07-24,IndústriaResidencialServeis,22057456
2032,2024-07-25,IndústriaResidencialServeis,22045705
2033,2024-07-26,IndústriaResidencialServeis,21614696
2034,2024-07-27,IndústriaResidencialServeis,18643967
2035,2024-07-28,IndústriaResidencialServeis,17721530
2036,2024-07-29,IndústriaResidencialServeis,22145048
2037,2024-07-30,IndústriaResidencialServeis,22956774
2038,2024-07-31,IndústriaResidencialServeis,23040898
2039,2024-08-01,IndústriaResidencialServeis,23750259
2040,2024-08-02,IndústriaResidencialServeis,22620855
2041,2024-08-03,IndústriaResidencialServeis,18207555
2042,2024-08-04,IndústriaResidencialServeis,17695435
2043,2024-08-05,IndústriaResidencialServeis,21407642
2044,2024-08-06,IndústriaResidencialServeis,21448835
2045,2024-08-07,IndústriaResidencialServeis,21414534
2046,2024-08-08,IndústriaResidencialServeis,21342739
2047,2024-08-09,IndústriaResidencialServeis,20951940
2048,2024-08-10,IndústriaResidencialServeis,18580093
2049,2024-08-11,IndústriaResidencialServeis,17549587
2050,2024-08-12,IndústriaResidencialServeis,20755181
2051,2024-08-13,IndústriaResidencialServeis,20511884
2052,2024-08-14,IndústriaResidencialServeis,18940688
2053,2024-08-15,IndústriaResidencialServeis,15801281
2054,2024-08-16,IndústriaResidencialServeis,17657694
2055,2024-08-17,IndústriaResidencialServeis,16923279
2056,2024-08-18,IndústriaResidencialServeis,15900956
2057,2024-08-19,IndústriaResidencialServeis,18115962
2058,2024-08-20,IndústriaResidencialServeis,18412157
2059,2024-08-21,IndústriaResidencialServeis,18948560
2060,2024-08-22,IndústriaResidencialServeis,19763745
2061,2024-08-23,IndústriaResidencialServeis,19989557
2062,2024-08-24,IndústriaResidencialServeis,17989976
2063,2024-08-25,IndústriaResidencialServeis,16698806
2064,2024-08-26,IndústriaResidencialServeis,19646202
2065,2024-08-27,IndústriaResidencialServeis,20467758
2066,2024-08-28,IndústriaResidencialServeis,20663799
2067,2024-08-29,IndústriaResidencialServeis,20317759
2068,2024-08-30,IndústriaResidencialServeis,19877518
2069,2024-08-31,IndústriaResidencialServeis,17858307
2070,2024-09-01,IndústriaResidencialServeis,15751525
2071,2024-09-02,IndústriaResidencialServeis,19576990
2072,2024-09-03,IndústriaResidencialServeis,18568330
2073,2024-09-04,IndústriaResidencialServeis,17327945
2074,2024-09-05,IndústriaResidencialServeis,16566788
2075,2024-09-06,IndústriaResidencialServeis,17421371
2076,2024-09-07,IndústriaResidencialServeis,16243584
2077,2024-09-08,IndústriaResidencialServeis,14579232
2078,2024-09-09,IndústriaResidencialServeis,17118250
2079,2024-09-10,IndústriaResidencialServeis,17195956
2080,2024-09-11,IndústriaResidencialServeis,14482346
2081,2024-09-12,IndústriaResidencialServeis,16618373
2082,2024-09-13,IndústriaResidencialServeis,15487317
2083,2024-09-14,IndústriaResidencialServeis,13490819
2084,2024-09-15,IndústriaResidencialServeis,12847744
2085,2024-09-16,IndústriaResidencialServeis,15743157
2086,2024-09-17,IndústriaResidencialServeis,15901340
2087,2024-09-18,IndústriaResidencialServeis,15831033
2088,2024-09-19,IndústriaResidencialServeis,15929839
2089,2024-09-20,IndústriaResidencialServeis,15793740
2090,2024-09-21,IndústriaResidencialServeis,13956168
2091,2024-09-22,IndústriaResidencialServeis,13033392
2092,2024-09-23,IndústriaResidencialServeis,15495301
2093,2024-09-24,IndústriaResidencialServeis,13829637
2094,2024-09-25,IndústriaResidencialServeis,16344054
2095,2024-09-26,IndústriaResidencialServeis,17824279
2096,2024-09-27,IndústriaResidencialServeis,16334746
2097,2024-09-28,IndústriaResidencialServeis,13821376
2098,2024-09-29,IndústriaResidencialServeis,12972598
2099,2024-09-30,IndústriaResidencialServeis,16532306
2100,2024-10-01,IndústriaResidencialServeis,17148588
2101,2024-10-02,IndústriaResidencialServeis,16929057
2102,2024-10-03,IndústriaResidencialServeis,8545468
2103,2024-10-04,IndústriaResidencialServeis,8871557
2104,2024-10-05,IndústriaResidencialServeis,14034296
2105,2024-10-06,IndústriaResidencialServeis,13542418
2106,2024-10-07,IndústriaResidencialServeis,16978697
2107,2024-10-08,IndústriaResidencialServeis,16514322
2108,2024-10-09,IndústriaResidencialServeis,16808109
2109,2024-10-10,IndústriaResidencialServeis,16414603
2110,2024-10-11,IndústriaResidencialServeis,15980552
2111,2024-10-12,IndústriaResidencialServeis,13801877
2112,2024-10-13,IndústriaResidencialServeis,13169479
2113,2024-10-14,IndústriaResidencialServeis,16332624
2114,2024-10-15,IndústriaResidencialServeis,16795381
2115,2024-10-16,IndústriaResidencialServeis,17099866
2116,2024-10-17,IndústriaResidencialServeis,16808409
2117,2024-10-18,IndústriaResidencialServeis,15570362
2118,2024-10-19,IndústriaResidencialServeis,13578201
2119,2024-10-20,IndústriaResidencialServeis,13086753
2120,2024-10-21,IndústriaResidencialServeis,15773668
2121,2024-10-22,IndústriaResidencialServeis,15984375
2122,2024-10-23,IndústriaResidencialServeis,15883090
2123,2024-10-24,IndústriaResidencialServeis,15823356
2124,2024-10-25,IndústriaResidencialServeis,16057573
2125,2024-10-26,IndústriaResidencialServeis,14244027
2126,2024-10-27,IndústriaResidencialServeis,13663921
2127,2024-10-28,IndústriaResidencialServeis,15943143
2128,2024-10-29,IndústriaResidencialServeis,16073421
2129,2024-10-30,IndústriaResidencialServeis,16143630
2130,2024-10-31,IndústriaResidencialServeis,15514002
2131,2024-11-01,IndústriaResidencialServeis,13401830
2132,2024-11-02,IndústriaResidencialServeis,13332536
2133,2024-11-03,IndústriaResidencialServeis,12932314
2134,2024-11-04,IndústriaResidencialServeis,15484932
2135,2024-11-05,IndústriaResidencialServeis,13609193
2136,2024-11-06,IndústriaResidencialServeis,13734556
2137,2024-11-07,IndústriaResidencialServeis,15849923
2138,2024-11-08,IndústriaResidencialServeis,15482250
2139,2024-11-09,IndústriaResidencialServeis,13577537
2140,2024-11-10,IndústriaResidencialServeis,12660347
2141,2024-11-11,IndústriaResidencialServeis,15245335
2142,2024-11-12,IndústriaResidencialServeis,15840415
2143,2024-11-13,IndústriaResidencialServeis,16107980
2144,2024-11-14,IndústriaResidencialServeis,15841879
2145,2024-11-15,IndústriaResidencialServeis,15865279
2146,2024-11-16,IndústriaResidencialServeis,13858696
2147,2024-11-17,IndústriaResidencialServeis,13082451
2148,2024-11-18,IndústriaResidencialServeis,16167853
2149,2024-11-19,IndústriaResidencialServeis,16095073
2150,2024-11-20,IndústriaResidencialServeis,17587686
2151,2024-11-21,IndústriaResidencialServeis,16199100
2152,2024-11-22,IndústriaResidencialServeis,15859919
2153,2024-11-23,IndústriaResidencialServeis,13887989
2154,2024-11-24,IndústriaResidencialServeis,13038696
2155,2024-11-25,IndústriaResidencialServeis,16030810
2156,2024-11-26,IndústriaResidencialServeis,16142223
2157,2024-11-27,IndústriaResidencialServeis,16603134
2158,2024-11-28,IndústriaResidencialServeis,16478060
2159,2024-11-29,IndústriaResidencialServeis,16249713
2160,2024-11-30,IndústriaResidencialServeis,14302401
2161,2024-12-01,IndústriaResidencialServeis,13967858
2162,2024-12-02,IndústriaResidencialServeis,16453559
2163,2024-12-03,IndústriaResidencialServeis,16627609
2164,2024-12-04,IndústriaResidencialServeis,16856985
2165,2024-12-05,IndústriaResidencialServeis,16839938
2166,2024-12-06,IndústriaResidencialServeis,14341148
2167,2024-12-07,IndústriaResidencialServeis,14169734
2168,2024-12-08,IndústriaResidencialServeis,14749939
2169,2024-12-09,IndústriaResidencialServeis,18356646
2170,2024-12-10,IndústriaResidencialServeis,19164123
2171,2024-12-11,IndústriaResidencialServeis,19772980
2172,2024-12-12,IndústriaResidencialServeis,19366692
2173,2024-12-13,IndústriaResidencialServeis,18424171
2174,2024-12-14,IndústriaResidencialServeis,16284521
2175,2024-12-15,IndústriaResidencialServeis,15833391
2176,2024-12-16,IndústriaResidencialServeis,18910018
2177,2024-12-17,IndústriaResidencialServeis,18468942
2178,2024-12-18,IndústriaResidencialServeis,18201853
2179,2024-12-19,IndústriaResidencialServeis,17314888
2180,2024-12-20,IndústriaResidencialServeis,17599783
2181,2024-12-21,IndústriaResidencialServeis,15721716
2182,2024-12-22,IndústriaResidencialServeis,16289861
2183,2024-12-23,IndústriaResidencialServeis,16961346
2184,2024-12-24,IndústriaResidencialServeis,16497845
2185,2024-12-25,IndústriaResidencialServeis,13393617
2186,2024-12-26,IndústriaResidencialServeis,13792935
2187,2024-12-27,IndústriaResidencialServeis,15827264
2188,2024-12-28,IndústriaResidencialServeis,15093325
2189,2024-12-29,IndústriaResidencialServeis,14767639
2190,2024-12-30,IndústriaResidencialServeis,17082162
2191,2024-12-31,IndústriaResidencialServeis,16332501
2192,2025-01-01,IndústriaResidencialServeis,14507822
2193,2025-01-02,IndústriaResidencialServeis,17637227
2194,2025-01-03,IndústriaResidencialServeis,18164450
2195,2025-01-04,IndústriaResidencialServeis,15546949
2196,2025-01-05,IndústriaResidencialServeis,14753610
2197,2025-01-06,IndústriaResidencialServeis,14312451
2198,2025-01-07,IndústriaResidencialServeis,18029342
2199,2025-01-08,IndústriaResidencialServeis,17742317
2200,2025-01-09,IndústriaResidencialServeis,34470624
2201,2025-01-10,IndústriaResidencialServeis,16766640
2202,2025-01-11,IndústriaResidencialServeis,14557876
2203,2025-01-12,IndústriaResidencialServeis,14497318
2204,2025-01-13,IndústriaResidencialServeis,18746282
2205,2025-01-14,IndústriaResidencialServeis,19529964
2206,2025-01-15,IndústriaResidencialServeis,19884863
2207,2025-01-16,IndústriaResidencialServeis,19983417
2208,2025-01-17,IndústriaResidencialServeis,19112870
2209,2025-01-18,IndústriaResidencialServeis,16555097
2210,2025-01-19,IndústriaResidencialServeis,15491017
2211,2025-01-20,IndústriaResidencialServeis,19090827
2212,2025-01-21,IndústriaResidencialServeis,19202184
2213,2025-01-22,IndústriaResidencialServeis,17899478
2214,2025-01-23,IndústriaResidencialServeis,17212090
2215,2025-01-24,IndústriaResidencialServeis,16856877
2216,2025-01-25,IndústriaResidencialServeis,14674874
2217,2025-01-26,IndústriaResidencialServeis,13818301
2218,2025-01-27,IndústriaResidencialServeis,16787786
2219,2025-01-28,IndústriaResidencialServeis,17445757
2220,2025-01-29,IndústriaResidencialServeis,17470808
2221,2025-01-30,IndústriaResidencialServeis,17366793
2222,2025-01-31,IndústriaResidencialServeis,17691161
2223,2025-02-01,IndústriaResidencialServeis,16141365
2224,2025-02-02,IndústriaResidencialServeis,14828317
2225,2025-02-03,IndústriaResidencialServeis,18084401
2226,2025-02-04,IndústriaResidencialServeis,18069575
2227,2025-02-05,IndústriaResidencialServeis,17978632
2228,2025-02-06,IndústriaResidencialServeis,13720059
2229,2025-02-07,IndústriaResidencialServeis,17789816
2230,2025-02-08,IndústriaResidencialServeis,15608653
2231,2025-02-09,IndústriaResidencialServeis,14631947
2232,2025-02-10,IndústriaResidencialServeis,18007288
2233,2025-02-11,IndústriaResidencialServeis,17621068
2234,2025-02-12,IndústriaResidencialServeis,18097757
2235,2025-02-13,IndústriaResidencialServeis,17359100
2236,2025-02-14,IndústriaResidencialServeis,16756518
2237,2025-02-15,IndústriaResidencialServeis,14996630
2238,2025-02-16,IndústriaResidencialServeis,13594351
2239,2025-02-17,IndústriaResidencialServeis,16659841
2240,2025-02-18,IndústriaResidencialServeis,16990644
2241,2025-02-19,IndústriaResidencialServeis,16967581
2242,2025-02-20,IndústriaResidencialServeis,16898918
2243,2025-02-21,IndústriaResidencialServeis,16649087
2244,2025-02-22,IndústriaResidencialServeis,14663351
2245,2025-02-23,IndústriaResidencialServeis,13774030
2246,2025-02-24,IndústriaResidencialServeis,18181109
2247,2025-02-25,IndústriaResidencialServeis,17036255
2248,2025-02-26,IndústriaResidencialServeis,17338285
2249,2025-02-27,IndústriaResidencialServeis,17075287
2250,2025-02-28,IndústriaResidencialServeis,16558435
